sample_id,filepath,clean_caption,perturbation_type,model,raw_output,category
430073,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000430073.jpg,a cow standing in a street with people around it,VCD Diffusion Noise,BLIP-2,This image is a photograph of a group of people standing in front of a building,Other/Irrelevant Description
430073,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000430073.jpg,a cow standing in a street with people around it,VCD Diffusion Noise,LLaVA,"The image is a blurry, pixelated photo of a street scene. There are several people in the scene, with some standing closer to the foreground and others further back. A cow is also present in the scene, standing near the center",Acknowledged Perturbation
131444,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000131444.jpg,a man wearing a suit and tie,VCD Diffusion Noise,BLIP-2,A man wearing a suit and a hat,Ignored Perturbation
131444,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000131444.jpg,a man wearing a suit and tie,VCD Diffusion Noise,LLaVA,"The image is a close-up of a man wearing a suit and tie. He is wearing a hat and appears to be smiling. The man is the main focus of the image, and his attire suggests a formal or professional setting",Other/Irrelevant Description
524456,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000524456.jpg,a person using a laptop computer,VCD Diffusion Noise,BLIP-2,A person is using a laptop computer,Ignored Perturbation
524456,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000524456.jpg,a person using a laptop computer,VCD Diffusion Noise,LLaVA,"The image is a close-up of a person's hands holding a computer mouse. The hands are positioned over a keyboard, with the mouse in the person's right hand and the keyboard in the left hand. The scene is captured in",Other/Irrelevant Description
447522,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000447522.jpg,a plate of food with red squares around it,VCD Diffusion Noise,BLIP-2,A pile of food,Other/Irrelevant Description
447522,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000447522.jpg,a plate of food with red squares around it,VCD Diffusion Noise,LLaVA,"The image is a close-up of a food dish, possibly a pizza or a cake, with a blurry background. The food item is the main focus of the image, and it appears to be a delicious and app",Acknowledged Perturbation
323799,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000323799.jpg,a group of people standing in a field,VCD Diffusion Noise,BLIP-2,this is a family photo taken with a camera phone,Other/Irrelevant Description
323799,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000323799.jpg,a group of people standing in a field,VCD Diffusion Noise,LLaVA,"The image features a group of people standing together in a grassy area. There are a total of nine people in the scene, with some standing closer to the foreground and others further back. They are all posing for a picture, possibly for",Other/Irrelevant Description
70229,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000070229.jpg,a stuffed animal on a bench,VCD Diffusion Noise,BLIP-2,A black bear is sitting on a bench,Other/Irrelevant Description
70229,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000070229.jpg,a stuffed animal on a bench,VCD Diffusion Noise,LLaVA,"The image features a black and white teddy bear sitting on a chair. The teddy bear is positioned in the center of the scene, occupying a significant portion of the image. The chair is located towards the left side of the scene.",Other/Irrelevant Description
67616,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000067616.jpg,a street with cars and people,VCD Diffusion Noise,BLIP-2,This is a street scene,Other/Irrelevant Description
67616,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000067616.jpg,a street with cars and people,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a city street. The street is lined with buildings, and there is a car parked on the side of the road. The car is located towards the right side of the image.",Other/Irrelevant Description
129492,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000129492.jpg,a boy and a girl playing video games,VCD Diffusion Noise,BLIP-2,the image is a photograph of a person sitting on a couch with a dog in the background,Other/Irrelevant Description
129492,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000129492.jpg,a boy and a girl playing video games,VCD Diffusion Noise,LLaVA,"The image is a blurry, pixelated photo of a man and a woman sitting together. They are both wearing white shirts, and the woman is holding a book. The man is sitting on the left side of the woman,",Acknowledged Perturbation
232348,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000232348.jpg,a toaster on a counter,VCD Diffusion Noise,BLIP-2,This image is a kitchen with a toaster oven and a microwave,Other/Irrelevant Description
232348,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000232348.jpg,a toaster on a counter,VCD Diffusion Noise,LLaVA,"The image is a close-up of a kitchen counter, featuring a variety of items. There is a toaster on the counter, along with a cup and a bowl. A knife is also present on the counter, placed near the to",Other/Irrelevant Description
166391,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000166391.jpg,a street with traffic lights and cars,VCD Diffusion Noise,BLIP-2,A street scene with traffic lights and a sky,Ignored Perturbation
166391,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000166391.jpg,a street with traffic lights and cars,VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a cityscape. The sky is visible in the background, and there are several buildings in the foreground. The buildings are of various sizes and shapes, creating a diverse urban landscape.",Acknowledged Perturbation
428454,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000428454.jpg,a person on a snowboard,VCD Diffusion Noise,BLIP-2,A person is standing on a snowboard,Ignored Perturbation
428454,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000428454.jpg,a person on a snowboard,VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a person riding a skateboard. The skateboarder is wearing a green jacket and is positioned in the center of the photo. The skateboard is visible",Acknowledged Perturbation
52412,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000052412.jpg,a plane flying over a parking lot,VCD Diffusion Noise,BLIP-2,this is a view of the wing of an airplane from the window of a plane,Other/Irrelevant Description
52412,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000052412.jpg,a plane flying over a parking lot,VCD Diffusion Noise,LLaVA,"The image features a large crowd of people gathered in a stadium. The crowd is dispersed throughout the scene, with some people standing closer to the foreground and others further back. The stadium appears to be filled with excitement, as the at",Other/Irrelevant Description
572388,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000572388.jpg,a cat and a toy,VCD Diffusion Noise,BLIP-2,A yellow teddy bear and a black cat,Other/Irrelevant Description
572388,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000572388.jpg,a cat and a toy,VCD Diffusion Noise,LLaVA,"The image is a colorful, abstract painting featuring a black and yellow color scheme. The painting is composed of various shapes and colors, creating a visually appealing and dynamic artwork. The black and yellow colors are predominant throughout the painting",Other/Irrelevant Description
154358,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000154358.jpg,a living room with red and black circles,VCD Diffusion Noise,BLIP-2,"A living room with a fireplace, a couch, a coffee table, and a rug",Other/Irrelevant Description
154358,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000154358.jpg,a living room with red and black circles,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a room with a dining table in the center. The table is surrounded by chairs, with one chair on the left side, another on the right side, and a third chair closer to",Other/Irrelevant Description
230450,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000230450.jpg,a parking meter,VCD Diffusion Noise,BLIP-2,This is a photo of a person standing in front of a building,Other/Irrelevant Description
230450,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000230450.jpg,a parking meter,VCD Diffusion Noise,LLaVA,"The image is a black and white photo of a street scene. The street is lined with buildings, and there is a large building in the background. A person is standing on the sidewalk, and a dog is also present in the scene.",Other/Irrelevant Description
173371,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000173371.jpg,a table with a pizza and a salad,VCD Diffusion Noise,BLIP-2,"a table with a pizza, a salad, and a glass of wine",Ignored Perturbation
173371,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000173371.jpg,a table with a pizza and a salad,VCD Diffusion Noise,LLaVA,"The image features a dining table with several plates of food, including pizza and other dishes. The table is set with various utensils, such as forks, knives, and spoons, placed around the plates.",Other/Irrelevant Description
448410,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000448410.jpg,a train with red lines around it,VCD Diffusion Noise,BLIP-2,a train on the tracks,Other/Irrelevant Description
448410,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000448410.jpg,a train with red lines around it,VCD Diffusion Noise,LLaVA,"The image features a train traveling down the tracks, with a train station visible in the background. The train is positioned in the middle of the scene, and it appears to be a passenger train. 

There are several people in the",Other/Irrelevant Description
273198,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000273198.jpg,a man spraying water on a fire hydrant,VCD Diffusion Noise,BLIP-2,"A man is standing on a street corner, holding a fire hydrant, and a woman is standing next to him",Other/Irrelevant Description
273198,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000273198.jpg,a man spraying water on a fire hydrant,VCD Diffusion Noise,LLaVA,"The image features a dog standing on a street, possibly in a city. The dog is positioned in the center of the scene, and it appears to be looking at the camera. The street is surrounded by buildings, giving the impression of an urban",Other/Irrelevant Description
178982,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000178982.jpg,a motorcycle on a road at night,VCD Diffusion Noise,BLIP-2,A traffic light is on the left side of the road,Other/Irrelevant Description
178982,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000178982.jpg,a motorcycle on a road at night,VCD Diffusion Noise,LLaVA,"The image is a blurry photo of a street scene at night. The street is filled with traffic lights, and there are several cars and a truck visible in the scene. The traffic lights are scattered throughout the image, with some closer to",Acknowledged Perturbation
165336,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000165336.jpg,two giraffes in a field with a red box around them,VCD Diffusion Noise,BLIP-2,This is a giraffe in a field,Other/Irrelevant Description
